travel_purpose,average_rating,is_incentivised,is_trivial,stayed_room_info/room_id,stayed_room_info/checkin,stayed_room_info/checkout,stayed_room_info/room_name,stayed_room_info/photo/url_640x200,stayed_room_info/photo/url_original,stayed_room_info/photo/ratio,stayed_room_info/photo/url_square60,stayed_room_info/photo/url_max300,stayed_room_info/photo/photo_id,stayed_room_info/num_nights,languagecode,hotelier_response,cons_translated,pros_translated,anonymous,title,review_rating,reviewng,hotel_id,review_hash,countrycode,is_moderated,title_translated,hotelier_name,cons,author/countrycode,author/nr_reviews,author/city,author/type_string,author/age_group,author/user_id,author/type,author/name,author/helpful_vote_count,review_id,pros,date,helpful_vote_count,Rooms,FoodBeverage,StaffService,Otherfacilities,Location,Design,PriceValueForMoney,OverallExperience,author/avatar,reviewer_photos/0/square60_ao,reviewer_photos/0/square90,reviewer_photos/0/max500_ao,reviewer_photos/0/max1280x900,reviewer_photos/1/square90,reviewer_photos/1/max500_ao,reviewer_photos/1/max1280x900,reviewer_photos/1/square60_ao,reviewer_photos/2/square60_ao,reviewer_photos/2/square90,reviewer_photos/2/max500_ao,reviewer_photos/2/max1280x900,reviewer_photos/3/max500_ao,reviewer_photos/3/max1280x900,reviewer_photos/3/square90,reviewer_photos/3/square60_ao,reviewer_photos/4/square60_ao,reviewer_photos/4/max500_ao,reviewer_photos/4/max1280x900,reviewer_photos/4/square90,reviewer_photos/5/max500_ao,reviewer_photos/5/square60_ao,reviewer_photos/5/square90,reviewer_photos/5/max1280x900
leisure,4,0,0,585323501,2022-11-17,2022-11-21,Superior Courtyard  Double Room,https://cf.bstatic.com/images/hotel/640x200/400/400579267.jpg,https://cf.bstatic.com/images/hotel/max500/400/400579267.jpg,1.5002143163309,https://cf.bstatic.com/images/hotel/square60/400/400579267.jpg,https://cf.bstatic.com/images/hotel/max300/400/400579267.jpg,400579267,4,en-us,,,,,I had a wonderful time and experience in the hotel.,10,1,5853235,874b928611e12545,us,0,,Four Seasons Hotel Madrid,nothing,us,0,,Group of friends,,479549026,review_category_group_of_friends,Derrough-salas,0,3090630604,"I loved everything about the property decor, location very welcoming and excellent service.",2022-12-20 14:21:28,0,,,p,,p,p,,p,https://lh3.googleusercontent.com/a-/AOh14GioX2sHxFzDJR-VypCLlKnIM1u1WaeB7rRtXt21=s96-c64,,,,,,,,,,,,,,,,,,,,,,,,
leisure,4,0,0,585323502,2022-12-16,2022-12-18,Superior Courtyard Room,https://cf.bstatic.com/images/hotel/640x200/277/277578341.jpg,https://cf.bstatic.com/images/hotel/max500/277/277578341.jpg,1.49828767123288,https://cf.bstatic.com/images/hotel/square60/277/277578341.jpg,https://cf.bstatic.com/images/hotel/max300/277/277578341.jpg,277578341,2,en-gb,,,,,Exceptional,10,1,5853235,70c33a9efaf6d77c,ch,0,,Four Seasons Hotel Madrid,Hard to say it was perfect,ch,0,,Family,,67917890,family_with_children,Jonathan,0,4609140590,Best hotel in Madrid,2022-12-18 21:02:39,0,,,,,,,,p,https://cf.bstatic.com/xdata/images/xphoto/square64/144839357.jpg?k=d113e2f6959d3fbfcc38202adaf9b45d8a978ceb1b438dbd1e1f7ca9ce6c263a&o=?t=1643063381,,,,,,,,,,,,,,,,,,,,,,,,
business,4,0,0,585323507,2022-08-21,2022-08-23,Premier King,https://cf.bstatic.com/images/hotel/640x200/277/277578400.jpg,https://cf.bstatic.com/images/hotel/max500/277/277578400.jpg,1.49828767123288,https://cf.bstatic.com/images/hotel/square60/277/277578400.jpg,https://cf.bstatic.com/images/hotel/max300/277/277578400.jpg,277578400,2,en-us,,,,,best hotel in Spain,10,1,5853235,f9c3d05f73e1c9eb,ae,0,,Four Seasons Hotel Madrid,nothing,ae,0,,Solo traveller,,7708031,solo_traveller,Sarah,0,3579501530,exceptional hotel. everything was impeccable,2022-11-06 14:59:29,0,,,,,,,,p,https://cf.bstatic.com/xdata/images/xphoto/square64/15652533.jpg?k=9ce1e5b9278bc37c0baf67d35ad952bfa4212ca7c642a9384929da69f81334aa&o=?t=1488644595,,,,,,,,,,,,,,,,,,,,,,,,
leisure,2,0,0,585323508,2022-10-25,2022-10-27,Premier Terrace Room,https://cf.bstatic.com/images/hotel/640x200/239/239994574.jpg,https://cf.bstatic.com/images/hotel/max500/239/239994574.jpg,1.5,https://cf.bstatic.com/images/hotel/square60/239/239994574.jpg,https://cf.bstatic.com/images/hotel/max300/239/239994574.jpg,239994574,2,en-us,,,,,Passable,5,1,5853235,d6fe6843f82fb75a,qa,0,,Four Seasons Hotel Madrid,"I didn't receive the four seasons expectations, not in the room nor out of it.
Amenities were not in the toilet.",qa,0,,Family,,334387637,family_with_children,Mohamed,0,3403584394,"Location is great and the facility is fantastic.
Service was fast.",2022-10-28 00:45:50,0,n,,p,p,p,,,n,https://lh6.googleusercontent.com/-t8s4FFZX1OU/AAAAAAAAAAI/AAAAAAAAP_k/F2GBK9V8LMs/photo.jpg64,,,,,,,,,,,,,,,,,,,,,,,,
leisure,3.20000004768372,0,0,585323508,2022-10-23,2022-10-26,Premier Terrace Room,https://cf.bstatic.com/images/hotel/640x200/239/239994574.jpg,https://cf.bstatic.com/images/hotel/max500/239/239994574.jpg,1.5,https://cf.bstatic.com/images/hotel/square60/239/239994574.jpg,https://cf.bstatic.com/images/hotel/max300/239/239994574.jpg,239994574,3,sv,,,,,Very good,8,1,5853235,853129fcfd6a07af,se,0,,Four Seasons Hotel Madrid,kr�ngligt elektronik i rummet,se,0,,Couple,,100532247,couple,Pierpaolo,0,2348453830,en fimp p� balkongen,2022-10-27 06:47:32,0,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
leisure,4,0,0,585323501,2022-10-15,2022-10-16,Superior Courtyard  Double Room,https://cf.bstatic.com/images/hotel/640x200/400/400579267.jpg,https://cf.bstatic.com/images/hotel/max500/400/400579267.jpg,1.5002143163309,https://cf.bstatic.com/images/hotel/square60/400/400579267.jpg,https://cf.bstatic.com/images/hotel/max300/400/400579267.jpg,400579267,1,en-gb,,,,,Exceptional,10,1,5853235,2cc057c12f12a1df,kw,0,,Four Seasons Hotel Madrid,Every things more than perfect,kw,0,,Group of friends,,6438716,review_category_group_of_friends,Sahar,0,4603197479,"Prime location 
Perfect service 
Lovely food",2022-10-16 21:14:04,0,,p,p,,p,,,,https://lh3.googleusercontent.com/a/AATXAJxLBWWhXnVv7l0ny4cZ1NX8qfnpQwrV0Gq79nX-=s96-c64,,,,,,,,,,,,,,,,,,,,,,,,
leisure,3.59999990463257,0,0,585323501,2022-08-20,2022-08-22,Superior Courtyard  Double Room,https://cf.bstatic.com/images/hotel/640x200/400/400579267.jpg,https://cf.bstatic.com/images/hotel/max500/400/400579267.jpg,1.5002143163309,https://cf.bstatic.com/images/hotel/square60/400/400579267.jpg,https://cf.bstatic.com/images/hotel/max300/400/400579267.jpg,400579267,2,en-us,,,,,Fabulous,9,1,5853235,5b5fc226e2800a70,kw,0,,Four Seasons Hotel Madrid,Nothing.,kw,0,,Group of friends,,6490804,review_category_group_of_friends,Muaz,2,4598034356,"The lobby of the hotel is spacious, and the room was clean and new. The concierge staff were very helpful. The location of the hotel was good, walking distance to many places. And they offer a free transportation service within 2-3 Kilo Meters radius around the hotel.",2022-09-06 00:32:09,2,p,,p,p,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,
leisure,4,0,0,585323502,2022-08-15,2022-08-28,Superior Courtyard Room,https://cf.bstatic.com/images/hotel/640x200/277/277578341.jpg,https://cf.bstatic.com/images/hotel/max500/277/277578341.jpg,1.49828767123288,https://cf.bstatic.com/images/hotel/square60/277/277578341.jpg,https://cf.bstatic.com/images/hotel/max300/277/277578341.jpg,277578341,13,en-us,,,,,I ll definately come back,10,1,5853235,a2b3a0ecfd656fdd,eg,0,,Four Seasons Hotel Madrid,Nothing at all,eg,0,,Group of friends,,27193956,review_category_group_of_friends,Marwa,0,2482344137,Every single thing,2022-08-29 07:20:25,0,,,,,,,,p,,,,,,,,,,,,,,,,,,,,,,,,,
leisure,3.20000004768372,0,0,585323502,2022-08-18,2022-08-20,Superior Courtyard Room,https://cf.bstatic.com/images/hotel/640x200/277/277578341.jpg,https://cf.bstatic.com/images/hotel/max500/277/277578341.jpg,1.49828767123288,https://cf.bstatic.com/images/hotel/square60/277/277578341.jpg,https://cf.bstatic.com/images/hotel/max300/277/277578341.jpg,277578341,2,en-us,,,,,It was a wonderful stay except what the did during the checkout,8,1,5853235,634189c1b0e6484f,sa,0,,Four Seasons Hotel Madrid,the charged me twice for something I have used from the mini bar .. which is something wierd from such a hotel like a Four seasons,sa,0,,Couple,,3403888,couple,Khalid,0,3296339586,"I�m a frequent vister to the Four seasons hotel 
but I really like this one due to their new design 
and taking care for all the details",2022-08-22 22:47:31,0,,,n,,,p,,,,,,,,,,,,,,,,,,,,,,,,,,,
leisure,4,0,0,585323502,2022-08-02,2022-08-03,Superior Courtyard Room,https://cf.bstatic.com/images/hotel/640x200/277/277578341.jpg,https://cf.bstatic.com/images/hotel/max500/277/277578341.jpg,1.49828767123288,https://cf.bstatic.com/images/hotel/square60/277/277578341.jpg,https://cf.bstatic.com/images/hotel/max300/277/277578341.jpg,277578341,1,de,,,,,Perfekt,10,1,5853235,db94c0c55456341b,de,0,,Four Seasons Hotel Madrid,nichts,de,0,,Solo traveller,,4598998,solo_traveller,Hinnerk,0,3306423464,Alles perfekt. Wohlf�hlen von der ersten bis zur letzten Minute,2022-08-03 23:26:23,0,,,,,,,,p,,,,,,,,,,,,,,,,,,,,,,,,,
leisure,4,0,0,585323507,2022-07-22,2022-07-24,Premier King,https://cf.bstatic.com/images/hotel/640x200/277/277578400.jpg,https://cf.bstatic.com/images/hotel/max500/277/277578400.jpg,1.49828767123288,https://cf.bstatic.com/images/hotel/square60/277/277578400.jpg,https://cf.bstatic.com/images/hotel/max300/277/277578400.jpg,277578400,2,pt-br,,,,,vale casa centavo,10,1,5853235,54735f73dc1923e6,br,0,,Four Seasons Hotel Madrid,nada a reclamar,br,0,,Family,,94400129,family_with_children,C,0,3692749884,"sem palavras. atendimento, limpeza, qualidade �mpar!",2022-07-24 21:36:36,0,,,p,,,,,p,https://graph.facebook.com/v2.9/10153257054695749/picture?type=square&height=64&width=64,,,,,,,,,,,,,,,,,,,,,,,,
leisure,3.20000004768372,0,0,585323502,2022-06-29,2022-07-02,Superior Courtyard Room,https://cf.bstatic.com/images/hotel/640x200/277/277578341.jpg,https://cf.bstatic.com/images/hotel/max500/277/277578341.jpg,1.49828767123288,https://cf.bstatic.com/images/hotel/square60/277/277578341.jpg,https://cf.bstatic.com/images/hotel/max300/277/277578341.jpg,277578341,3,en-us,,,,,"beautiful hotel, service lacking",10,1,5853235,334657f2b7fabf0c,us,0,,Four Seasons Hotel Madrid,"the level of customer service was subpar for a four seasons hotel. no one escorted us to our room to show us around when we arrived. it just seemed like there was a staff shortage or something at certain points during our stay. communication was a little sloppy at times. I much prefer the four seasons Florence, who has the most impeccable service. also the room got very hot at night and there was no way to get it any cooler. abs our room was so far away from the elevator. it was like walking through a maze to get there",us,0,,Couple,,262191211,couple,Jane,2,2722753113,beautiful new building,2022-07-02 21:39:36,2,n,,n,,,p,,,https://cf.bstatic.com/xdata/images/xphoto/square64/78425961.jpg?k=5a9614f8dc8a32712189399daa0cb79849a2d7198d42ac39909f87fdb01f623c&o=?t=1569213518,,,,,,,,,,,,,,,,,,,,,,,,
leisure,4,0,0,585323502,2022-05-30,2022-06-03,Superior Courtyard Room,https://cf.bstatic.com/images/hotel/640x200/277/277578341.jpg,https://cf.bstatic.com/images/hotel/max500/277/277578341.jpg,1.49828767123288,https://cf.bstatic.com/images/hotel/square60/277/277578341.jpg,https://cf.bstatic.com/images/hotel/max300/277/277578341.jpg,277578341,4,en-us,,,,,excellent hotel,10,1,5853235,95201ca84fbf360b,us,0,,Four Seasons Hotel Madrid,none,us,0,,Couple,,48046601,couple,Lilia,0,3631573401,everything location staff friendliness it was superb,2022-06-08 03:15:49,0,,,p,,p,,,p,,,,,,,,,,,,,,,,,,,,,,,,,
leisure,4,0,0,585323504,2022-05-30,2022-06-01,Deluxe Sevilla,https://cf.bstatic.com/images/hotel/640x200/400/400579274.jpg,https://cf.bstatic.com/images/hotel/max500/400/400579274.jpg,1.5002143163309,https://cf.bstatic.com/images/hotel/square60/400/400579274.jpg,https://cf.bstatic.com/images/hotel/max300/400/400579274.jpg,400579274,2,en-us,,,,,Exceptional,10,1,5853235,d61861dd7e64066b,ae,0,,Four Seasons Hotel Madrid,"it was to much expensive 
only room not suite , the price was too high and without breakfast",ae,0,,Couple,,187727036,couple,Hend,0,3830201935,amazing hotel,2022-06-06 18:20:13,0,,,,,,,n,p,,https://cf.bstatic.com/xdata/images/xphoto/square60_ao/157595461.jpg?k=db127e65f76ff6c2c1f55256fe6f7c916adfa6968700b265e5a515ac7ba0a262&o=,https://cf.bstatic.com/xdata/images/xphoto/square90/157595461.jpg?k=db127e65f76ff6c2c1f55256fe6f7c916adfa6968700b265e5a515ac7ba0a262&o=,https://cf.bstatic.com/xdata/images/xphoto/max500_ao/157595461.jpg?k=db127e65f76ff6c2c1f55256fe6f7c916adfa6968700b265e5a515ac7ba0a262&o=,https://cf.bstatic.com/xdata/images/xphoto/max1280x900/157595461.jpg?k=db127e65f76ff6c2c1f55256fe6f7c916adfa6968700b265e5a515ac7ba0a262&o=,https://cf.bstatic.com/xdata/images/xphoto/square90/157595462.jpg?k=fb4c5c153447c66b731d394eeee2f28462a19bcdc71059b63c5113727b6f142d&o=,https://cf.bstatic.com/xdata/images/xphoto/max500_ao/157595462.jpg?k=fb4c5c153447c66b731d394eeee2f28462a19bcdc71059b63c5113727b6f142d&o=,https://cf.bstatic.com/xdata/images/xphoto/max1280x900/157595462.jpg?k=fb4c5c153447c66b731d394eeee2f28462a19bcdc71059b63c5113727b6f142d&o=,https://cf.bstatic.com/xdata/images/xphoto/square60_ao/157595462.jpg?k=fb4c5c153447c66b731d394eeee2f28462a19bcdc71059b63c5113727b6f142d&o=,https://cf.bstatic.com/xdata/images/xphoto/square60_ao/157595463.jpg?k=f51ce32ebf940ac29bd4a5f6b8ed25bfd7b5320e1a38fd835c5c1cc9e5d6acf6&o=,https://cf.bstatic.com/xdata/images/xphoto/square90/157595463.jpg?k=f51ce32ebf940ac29bd4a5f6b8ed25bfd7b5320e1a38fd835c5c1cc9e5d6acf6&o=,https://cf.bstatic.com/xdata/images/xphoto/max500_ao/157595463.jpg?k=f51ce32ebf940ac29bd4a5f6b8ed25bfd7b5320e1a38fd835c5c1cc9e5d6acf6&o=,https://cf.bstatic.com/xdata/images/xphoto/max1280x900/157595463.jpg?k=f51ce32ebf940ac29bd4a5f6b8ed25bfd7b5320e1a38fd835c5c1cc9e5d6acf6&o=,,,,,,,,,,,,
